record_id,timestamp,shc_code,origin_destination,dg_class,packaging_type,handling_error_count,previous_incident_count,cargo_weight_kg,temperature_celsius,humidity_percentage,weather_condition,safety_staff_count,shipper_id,doc_audit_result,incident_flag
DG_005319,2025-05-19 20:08:25,ICE,FRA-JED,9,Metal,7,2,8589.31,27.63,65.55,Clear,12,SHIP_0377,0,0
DG_005320,2025-09-25 20:13:57,ELM,PVG-JED,2.2,Plastic,5,0,15296.28,13.36,28.07,Clear,49,SHIP_0152,0,0
DG_005321,2025-11-28 22:02:17,ICE,DXB-JED,4,Metal,2,1,19037.25,43.05,5.97,Storm,29,SHIP_0362,0,0
DG_005322,2025-08-17 00:42:35,CAO,AMS-JED,9,Plastic,2,0,10840.74,5.9,71.67,Fog,41,SHIP_0288,1,0
DG_005323,2025-11-07 02:23:12,CAO,MAA-JED,2.2,Fiber,5,6,4000.91,14.36,16.8,Storm,47,SHIP_0093,0,0
DG_005324,2025-03-29 00:12:42,MAG,JFK-JED,5,Metal,5,2,7112.88,6.5,43.32,Fog,36,SHIP_0143,0,0
DG_005325,2025-11-22 10:23:21,RFL,MXP-JED,2.1,Plastic,3,0,13317.76,24.05,89.23,Rain,3,SHIP_0085,1,0
DG_005326,2025-04-29 17:05:47,RFL,MXP-JED,4,CTMV,3,3,5126.76,12.23,15.89,Rain,31,SHIP_0027,0,0
DG_005327,2025-03-10 05:23:36,ICE,OSL-JED,1,CTMV,2,1,9911.91,-2.84,54.43,Rain,49,SHIP_0109,0,0
DG_005328,2025-08-26 08:17:21,CAO,AMS-JED,2.1,Metal,3,10,31590.81,13.16,86.57,Clear,21,SHIP_0179,0,1
DG_005329,2025-07-07 19:48:41,RCL,MXP-JED,2.1,Plastic,4,2,6252.48,41.1,15.05,Clear,41,SHIP_0324,0,0
DG_005330,2025-03-15 17:07:33,MAG,DXB-JED,3,Metal,6,5,8201.41,29.66,89.56,Clear,46,SHIP_0013,0,1
DG_005331,2025-04-03 23:45:14,RCL,OSL-JED,3,Fiber,6,2,19590.73,3.03,31.53,Clear,13,SHIP_0356,0,0
DG_005332,2025-03-29 10:43:16,ICE,DXB-JED,8,Metal,3,3,31153.55,35.23,79.5,Clear,34,SHIP_0221,0,0
DG_005333,2025-03-22 01:48:54,ELM,DXB-JED,3,IBC,4,0,15223.22,36.28,72.24,Rain,49,SHIP_0161,0,0
DG_005334,2025-05-09 03:00:25,CAO,MAA-JED,9,CTMV,1,1,16049.62,19.33,47.77,Rain,49,SHIP_0201,0,0
DG_005335,2025-06-06 19:57:09,RCL,MXP-JED,2.1,CTMV,4,3,12967.01,37.04,15.89,Clear,10,SHIP_0157,0,1
DG_005336,2025-10-03 17:43:18,CAO,JFK-JED,3,Plastic,6,2,4160.56,23.29,39.39,Fog,8,SHIP_0018,0,1
DG_005337,2025-03-28 08:34:04,ICE,OSL-JED,2.2,Plastic,3,0,17770.29,7.28,75.44,Rain,3,SHIP_0023,1,0
DG_005338,2025-10-10 07:02:13,CAO,DXB-JED,9,CTMV,4,1,12924.06,28.27,39.32,Rain,29,SHIP_0209,0,0
DG_005339,2025-05-28 09:48:39,MAG,FRA-JED,9,Metal,2,2,8774.34,40.92,26.33,Rain,7,SHIP_0212,1,0
DG_005340,2025-06-09 10:46:25,MAG,JFK-JED,3,IBC,3,2,30290.37,27.82,39.91,Clear,2,SHIP_0011,0,0
DG_005341,2025-08-06 07:24:46,ICE,MXP-JED,1,Metal,4,0,24000.81,3.76,79.55,Fog,5,SHIP_0301,0,0
DG_005342,2025-07-29 16:43:33,ICE,PVG-JED,3,Fiber,1,2,5099.84,10.55,49.75,Clear,23,SHIP_0375,1,1
DG_005343,2025-08-23 04:47:45,ICE,HAM-JED,2.2,Metal,4,0,14615.63,9.39,93.12,Fog,43,SHIP_0159,0,0
DG_005344,2025-10-31 18:03:02,CAO,JFK-JED,4,Metal,3,5,10918.68,14.97,59.05,Rain,29,SHIP_0273,0,1
DG_005345,2025-08-05 01:43:43,ICE,MXP-JED,8,Metal,5,0,15202.68,40.85,7.89,Extreme Heat,17,SHIP_0195,1,0
DG_005346,2025-08-16 04:05:09,ELI,DXB-JED,9,Plastic,1,2,18382.09,49.8,69.09,Clear,26,SHIP_0029,0,0
DG_005347,2025-07-01 21:06:04,ELM,PVG-JED,3,CTMV,2,2,37786.16,41.47,58.64,Clear,14,SHIP_0016,0,0
DG_005348,2025-03-07 13:26:06,ELI,MXP-JED,8,CTMV,4,2,24412.19,14.73,57.55,Fog,31,SHIP_0273,0,0
DG_005349,2025-07-30 06:25:13,RCL,PVG-JED,3,CTMV,8,1,32916.8,5.28,64.03,Clear,20,SHIP_0351,0,1
DG_005350,2025-11-17 11:35:56,ICE,FRA-JED,5,Metal,4,2,7469.15,30.63,28.76,Clear,27,SHIP_0073,0,0
DG_005351,2025-04-15 22:41:22,MAG,MAA-JED,9,Fiber,7,1,9706.44,3.78,69.29,Extreme Heat,37,SHIP_0063,0,1
DG_005352,2025-09-24 17:01:03,MAG,MXP-JED,9,CTMV,5,3,12819.2,0.28,44.22,Fog,10,SHIP_0201,0,0
DG_005353,2025-03-03 06:58:55,ICE,PVG-JED,9,CTMV,1,2,20681.56,24.67,90.22,Storm,15,SHIP_0128,0,0
DG_005354,2025-11-05 02:29:35,ICE,PVG-JED,3,Metal,4,4,8585.71,0.35,52.15,Rain,39,SHIP_0095,1,1
DG_005355,2025-10-27 03:26:01,CAO,AMS-JED,3,Plastic,6,3,2672.58,38.27,25.39,Clear,20,SHIP_0067,0,1
DG_005356,2025-03-25 13:25:01,ELI,DXB-JED,6,IBC,6,2,31690.28,43.66,39.07,Fog,44,SHIP_0279,0,0
DG_005357,2025-10-14 10:15:44,MAG,MAA-JED,8,Fiber,1,3,17392.46,8.93,89.13,Rain,8,SHIP_0157,0,0
DG_005358,2025-03-18 16:14:52,MAG,OSL-JED,2.1,Metal,3,0,34868.73,5.34,17.45,Rain,50,SHIP_0078,0,0
DG_005359,2025-11-28 04:41:38,CAO,DXB-JED,2.2,Plastic,2,5,11800.92,31.28,26.58,Clear,7,SHIP_0158,1,0
DG_005360,2025-03-29 04:34:57,MAG,FRA-JED,9,CTMV,4,3,27915.57,22.41,35.45,Rain,22,SHIP_0154,1,1
DG_005361,2025-07-17 22:00:24,CAO,OSL-JED,2.2,Plastic,5,3,17005.12,11.94,30.92,Rain,38,SHIP_0133,0,1
DG_005362,2025-09-12 06:46:48,ICE,MAA-JED,3,IBC,6,3,30286.64,16.27,84.7,Clear,23,SHIP_0189,0,0
DG_005363,2025-04-11 05:15:17,RCL,MXP-JED,6,IBC,3,6,11219.32,19.19,41.13,Clear,3,SHIP_0095,0,1
DG_005364,2025-06-21 13:28:22,MAG,FRA-JED,2.2,Plastic,3,5,9222.67,34.19,87.01,Storm,15,SHIP_0053,0,0
DG_005365,2025-11-22 08:51:08,CAO,DXB-JED,4,IBC,0,2,4990.67,44.12,10.22,Clear,2,SHIP_0075,0,1
DG_005366,2025-06-26 00:47:31,ELM,HAM-JED,2.2,CTMV,6,3,9148.78,7.35,6.65,Clear,7,SHIP_0398,0,0
DG_005367,2025-10-22 13:36:12,ICE,PVG-JED,6,Metal,4,2,1977.14,20.31,30.93,Extreme Heat,14,SHIP_0069,1,1
DG_005368,2025-04-03 14:17:13,RFL,FRA-JED,2.2,Plastic,3,3,21323.57,29.03,9.02,Clear,14,SHIP_0028,0,0
DG_005369,2025-06-18 07:55:57,MAG,HAM-JED,3,Plastic,1,5,22741.7,12.02,16.69,Clear,41,SHIP_0075,0,0
DG_005370,2025-08-17 23:26:14,ICE,FRA-JED,5,Fiber,5,0,11672.84,39.07,35.76,Clear,34,SHIP_0348,0,0
DG_005371,2025-07-27 03:01:55,ICE,PVG-JED,1,IBC,2,3,22218.49,14.43,47.61,Clear,41,SHIP_0331,0,0
DG_005372,2025-08-01 10:43:20,CAO,MXP-JED,3,Metal,7,2,5486.86,5.11,94.02,Clear,19,SHIP_0182,0,0
DG_005373,2025-11-12 14:23:10,MAG,PVG-JED,2.2,Fiber,5,0,13821.52,6.09,26.94,Clear,12,SHIP_0223,0,0
DG_005374,2025-03-12 23:15:19,ICE,AMS-JED,4,Fiber,2,0,14329.48,4.36,38.63,Clear,22,SHIP_0308,1,1
DG_005375,2025-09-01 01:53:07,CAO,FRA-JED,2.2,Fiber,6,4,12718.17,10.2,45.39,Rain,37,SHIP_0390,0,0
DG_005376,2025-04-30 17:02:25,ELM,HAM-JED,9,CTMV,1,10,22542.31,21.57,18.32,Extreme Heat,38,SHIP_0262,0,1
DG_005377,2025-09-24 04:16:47,MAG,OSL-JED,5,Metal,6,3,20074.63,-6.61,38.33,Clear,42,SHIP_0180,0,1
DG_005378,2025-05-25 09:17:49,RCL,MXP-JED,6,Metal,4,0,12465.36,6.74,21.23,Clear,40,SHIP_0288,0,0
DG_005379,2025-04-22 23:10:02,ELI,FRA-JED,6,Fiber,3,0,12857.52,5.96,41.03,Clear,8,SHIP_0079,0,0
DG_005380,2025-07-30 20:18:53,ELM,JFK-JED,1,Metal,3,3,2693.86,11.89,35.27,Storm,6,SHIP_0088,1,0
DG_005381,2025-09-28 22:31:14,ELM,OSL-JED,6,Fiber,4,1,20435.33,0.52,58.66,Clear,29,SHIP_0251,0,0
DG_005382,2025-06-23 13:23:54,CAO,OSL-JED,5,Plastic,3,0,11828.89,9.3,32.49,Clear,45,SHIP_0290,0,1
DG_005383,2025-11-02 05:44:02,RFL,PVG-JED,3,Plastic,3,1,29072.46,23.61,76.65,Storm,26,SHIP_0349,0,0
DG_005384,2025-04-25 22:52:52,ELI,PVG-JED,4,CTMV,2,10,7387.36,10.67,66.16,Clear,43,SHIP_0248,1,0
DG_005385,2025-06-24 18:05:16,RFL,MXP-JED,3,Metal,4,8,3228.09,23.91,86.15,Storm,39,SHIP_0179,0,0
DG_005386,2025-11-19 00:47:29,MAG,MAA-JED,8,Metal,3,0,7193.03,2.59,74.0,Fog,36,SHIP_0028,0,0
DG_005387,2025-11-07 15:14:39,ICE,PVG-JED,9,Fiber,1,2,3027.59,36.37,91.02,Clear,50,SHIP_0378,1,0
DG_005388,2025-07-23 21:49:42,CAO,FRA-JED,4,Metal,3,3,3016.72,37.92,22.08,Clear,9,SHIP_0287,0,1
DG_005389,2025-03-05 07:55:38,RFL,JFK-JED,2.2,Plastic,6,3,20733.02,38.18,72.9,Storm,23,SHIP_0345,0,0
DG_005390,2025-10-01 23:13:09,CAO,OSL-JED,1,Fiber,3,1,20450.37,-12.59,36.53,Rain,29,SHIP_0086,0,0
DG_005391,2025-10-02 13:37:30,ICE,PVG-JED,8,CTMV,1,2,12892.07,7.71,44.28,Clear,34,SHIP_0072,0,0
DG_005392,2025-04-24 21:41:59,ICE,DXB-JED,2.2,Plastic,4,1,8066.97,35.09,51.49,Clear,4,SHIP_0291,1,0
DG_005393,2025-04-17 20:38:05,RCL,JFK-JED,9,IBC,5,6,11082.34,34.19,72.49,Clear,17,SHIP_0394,0,1
DG_005394,2025-03-17 05:21:14,ICE,FRA-JED,2.1,CTMV,4,1,31996.1,4.62,63.34,Extreme Heat,43,SHIP_0319,0,0
DG_005395,2025-03-02 22:52:53,MAG,MAA-JED,6,Metal,2,4,7499.09,5.49,31.43,Clear,42,SHIP_0379,0,0
DG_005396,2025-10-09 10:07:27,CAO,FRA-JED,2.1,Metal,3,8,8552.35,1.72,68.86,Clear,22,SHIP_0257,0,0
DG_005397,2025-10-18 17:13:35,RFL,FRA-JED,5,Fiber,7,9,23863.8,28.53,54.05,Clear,5,SHIP_0193,0,0
DG_005398,2025-08-01 01:06:27,ELM,DXB-JED,2.1,Metal,2,0,5442.56,43.93,50.47,Extreme Heat,38,SHIP_0283,0,0
DG_005399,2025-09-25 14:37:11,ICE,DXB-JED,4,Plastic,3,2,11758.42,46.74,93.46,Fog,50,SHIP_0282,0,0
DG_005400,2025-09-29 15:18:25,CAO,OSL-JED,3,Fiber,1,3,7361.87,9.14,81.15,Clear,15,SHIP_0374,0,1
DG_005401,2025-04-03 01:26:23,ELI,MAA-JED,2.1,Metal,5,1,40534.55,24.7,32.22,Storm,23,SHIP_0065,0,1
DG_005402,2025-06-27 07:55:38,ELM,MXP-JED,9,CTMV,3,10,15433.27,2.09,13.93,Clear,37,SHIP_0367,0,0
DG_005403,2025-05-21 13:50:05,MAG,FRA-JED,9,Metal,5,0,3581.29,19.94,6.44,Fog,6,SHIP_0349,0,1
DG_005404,2025-07-12 12:55:46,RFL,DXB-JED,2.2,IBC,3,5,9290.51,31.97,69.27,Clear,38,SHIP_0200,1,0
DG_005405,2025-05-22 05:31:52,ELI,PVG-JED,9,CTMV,7,3,1272.17,32.27,21.75,Clear,40,SHIP_0041,0,0
DG_005406,2025-08-08 06:13:07,ICE,MXP-JED,1,Metal,7,0,20737.93,33.71,57.72,Clear,27,SHIP_0094,0,1
DG_005407,2025-11-06 20:31:04,MAG,HAM-JED,2.2,CTMV,5,6,29216.43,37.29,90.1,Clear,12,SHIP_0315,1,0
DG_005408,2025-09-16 01:20:14,CAO,MAA-JED,4,Metal,7,10,12552.31,1.86,40.87,Extreme Heat,17,SHIP_0034,0,0
DG_005409,2025-04-25 07:46:40,RCL,OSL-JED,3,Plastic,3,3,9565.09,1.55,91.25,Extreme Heat,25,SHIP_0043,0,0
DG_005410,2025-05-02 12:12:12,CAO,PVG-JED,9,Fiber,3,0,10466.95,8.22,58.65,Clear,31,SHIP_0147,1,1
DG_005411,2025-05-11 10:56:11,ICE,PVG-JED,9,Plastic,2,2,19075.18,39.45,40.31,Rain,50,SHIP_0077,0,0
DG_005412,2025-05-25 17:53:34,RFL,FRA-JED,5,CTMV,6,0,25380.32,32.81,14.92,Clear,48,SHIP_0303,0,0
DG_005413,2025-10-26 13:47:03,RFL,OSL-JED,3,Metal,3,2,16285.97,-12.16,24.29,Rain,35,SHIP_0327,0,0
DG_005414,2025-06-07 03:43:26,ELI,HAM-JED,3,Metal,5,10,5862.7,8.39,70.59,Clear,27,SHIP_0314,0,0
DG_005415,2025-05-15 11:15:05,RFL,DXB-JED,3,Metal,4,2,7233.49,35.02,6.18,Fog,27,SHIP_0028,0,0
DG_005416,2025-04-14 12:21:34,ICE,MAA-JED,8,Metal,3,1,16035.65,31.53,62.9,Rain,19,SHIP_0251,0,0
DG_005417,2025-05-10 10:22:44,ICE,AMS-JED,3,Metal,8,2,8151.29,24.35,64.61,Storm,29,SHIP_0131,0,0
DG_005418,2025-11-16 13:58:02,ICE,MXP-JED,3,Fiber,4,2,11074.09,21.27,34.73,Storm,8,SHIP_0308,0,0
DG_005419,2025-10-07 07:33:02,ELI,MXP-JED,3,Metal,5,0,12576.11,26.33,26.23,Storm,22,SHIP_0136,0,1
DG_005420,2025-03-22 02:56:08,ICE,MAA-JED,5,CTMV,7,2,12815.9,10.6,47.6,Fog,25,SHIP_0169,0,0
DG_005421,2025-09-30 03:39:47,ICE,FRA-JED,3,Fiber,4,0,24402.83,4.42,46.03,Clear,21,SHIP_0361,1,0
DG_005422,2025-08-27 03:18:11,RFL,HAM-JED,2.1,Fiber,3,3,16800.79,7.1,54.94,Clear,21,SHIP_0014,1,0
DG_005423,2025-11-06 08:48:07,ICE,HAM-JED,6,CTMV,3,5,7700.72,1.32,16.53,Clear,19,SHIP_0297,1,0
DG_005424,2025-09-30 11:14:43,ICE,JFK-JED,1,Metal,4,1,5687.6,5.34,8.8,Clear,27,SHIP_0126,0,0
DG_005425,2025-03-29 09:45:24,CAO,MAA-JED,2.1,Plastic,1,2,12816.68,11.56,90.25,Clear,20,SHIP_0162,0,0
DG_005426,2025-06-21 21:04:45,MAG,JFK-JED,6,Fiber,6,1,11357.27,23.76,80.87,Clear,4,SHIP_0285,0,0
DG_005427,2025-11-16 20:33:37,ICE,MAA-JED,4,Metal,3,1,24276.19,32.94,16.94,Rain,42,SHIP_0021,0,0
DG_005428,2025-03-27 03:51:59,RCL,MXP-JED,5,Fiber,4,3,2756.17,21.28,72.87,Extreme Heat,45,SHIP_0342,0,0
DG_005429,2025-06-06 08:34:40,CAO,OSL-JED,2.1,Metal,4,9,23180.04,-3.74,13.73,Storm,38,SHIP_0113,0,0
DG_005430,2025-04-08 03:18:45,MAG,JFK-JED,2.2,Metal,3,1,13130.11,1.8,74.16,Clear,9,SHIP_0299,1,0
DG_005431,2025-05-16 16:03:55,ELM,OSL-JED,2.2,Metal,3,3,9748.94,-10.37,42.3,Clear,24,SHIP_0284,0,1
DG_005432,2025-10-12 11:32:37,ELI,MAA-JED,8,Plastic,1,0,26140.76,31.95,54.27,Clear,14,SHIP_0171,0,0
DG_005433,2025-09-06 04:56:37,RFL,AMS-JED,2.2,Plastic,4,3,13166.72,25.57,50.35,Clear,17,SHIP_0210,0,0
DG_005434,2025-07-07 11:45:15,RCL,JFK-JED,2.2,IBC,2,1,2613.9,37.79,53.71,Clear,35,SHIP_0130,0,0
DG_005435,2025-07-17 16:46:14,CAO,FRA-JED,9,Metal,5,2,31531.98,25.91,46.42,Clear,19,SHIP_0025,0,1
DG_005436,2025-04-19 19:03:06,MAG,DXB-JED,6,Plastic,0,2,3892.19,49.77,36.48,Rain,20,SHIP_0042,0,0
DG_005437,2025-11-16 16:55:41,ICE,FRA-JED,2.2,Metal,6,6,28031.0,34.07,76.4,Fog,15,SHIP_0325,0,0
DG_005438,2025-11-10 13:27:03,ICE,AMS-JED,3,Metal,4,0,11394.26,26.23,17.4,Rain,25,SHIP_0372,0,0
DG_005439,2025-05-31 02:00:16,RCL,MAA-JED,8,Fiber,4,0,5637.14,30.2,92.08,Rain,41,SHIP_0225,0,0
DG_005440,2025-04-08 20:29:15,CAO,MAA-JED,2.2,CTMV,2,1,7694.47,26.64,23.5,Clear,13,SHIP_0086,0,0
DG_005441,2025-06-19 17:40:14,ELI,PVG-JED,2.2,Fiber,2,3,4966.82,28.76,34.42,Clear,12,SHIP_0037,0,0
DG_005442,2025-10-27 14:18:20,MAG,DXB-JED,1,CTMV,2,4,19296.53,37.28,9.64,Fog,39,SHIP_0081,0,0
DG_005443,2025-03-28 02:39:57,CAO,MXP-JED,3,Plastic,3,2,12208.98,37.61,69.17,Clear,13,SHIP_0263,0,0
DG_005444,2025-05-15 03:32:14,ELI,OSL-JED,2.1,Fiber,8,3,8325.06,-8.95,82.13,Fog,19,SHIP_0251,0,1
DG_005445,2025-07-02 09:58:46,ELM,PVG-JED,4,Plastic,3,3,20297.62,38.33,71.66,Clear,27,SHIP_0277,0,0
DG_005446,2025-09-05 16:33:17,ELM,MXP-JED,3,Metal,2,1,25337.06,30.81,90.68,Fog,35,SHIP_0324,0,0
DG_005447,2025-08-23 00:19:29,CAO,AMS-JED,3,Metal,3,1,1115.38,23.9,55.29,Clear,50,SHIP_0303,0,0
DG_005448,2025-07-06 12:24:26,RFL,PVG-JED,2.1,CTMV,1,2,21994.22,26.99,51.6,Fog,4,SHIP_0096,0,1
DG_005449,2025-10-26 08:43:40,MAG,AMS-JED,3,Fiber,6,2,26409.23,35.76,8.83,Extreme Heat,10,SHIP_0086,0,0
DG_005450,2025-11-12 02:15:39,RFL,JFK-JED,2.1,Fiber,2,1,5573.28,5.57,28.36,Rain,16,SHIP_0397,0,1
DG_005451,2025-06-27 17:06:07,ICE,AMS-JED,9,Fiber,6,3,20150.12,9.21,82.38,Extreme Heat,21,SHIP_0049,0,0
DG_005452,2025-11-25 07:29:53,ELM,DXB-JED,2.2,CTMV,3,3,25175.6,28.63,23.25,Fog,8,SHIP_0161,0,1
DG_005453,2025-10-13 20:51:30,MAG,PVG-JED,5,Metal,3,2,29612.97,30.45,45.93,Clear,28,SHIP_0029,1,0
DG_005454,2025-04-29 04:25:26,CAO,AMS-JED,3,Fiber,3,0,4373.36,1.37,76.16,Extreme Heat,26,SHIP_0319,0,1
DG_005455,2025-10-06 15:19:36,MAG,MXP-JED,9,Metal,3,3,33267.24,19.41,86.92,Storm,17,SHIP_0174,0,0
DG_005456,2025-10-07 03:32:08,ELI,HAM-JED,2.2,Fiber,3,5,25831.15,14.77,49.53,Clear,48,SHIP_0277,0,0
DG_005457,2025-07-20 13:19:30,RFL,MAA-JED,4,IBC,1,2,23194.87,22.9,53.3,Extreme Heat,36,SHIP_0102,0,0
DG_005458,2025-07-01 20:26:19,ICE,HAM-JED,3,Plastic,7,2,29735.33,32.82,77.75,Clear,37,SHIP_0058,0,0
DG_005459,2025-08-14 08:06:51,ICE,AMS-JED,6,Plastic,3,0,29135.98,17.89,26.66,Clear,1,SHIP_0111,0,0
DG_005460,2025-05-05 11:50:03,ICE,OSL-JED,8,Plastic,3,4,11859.56,10.04,80.94,Fog,16,SHIP_0151,0,0
DG_005461,2025-03-02 21:02:11,ICE,DXB-JED,2.1,Metal,2,1,3067.95,42.83,12.18,Rain,29,SHIP_0121,0,0
DG_005462,2025-06-30 15:22:24,RCL,MAA-JED,3,CTMV,5,1,3390.05,34.51,28.01,Clear,44,SHIP_0247,1,1
DG_005463,2025-06-04 14:31:06,ICE,DXB-JED,8,Metal,5,2,8436.79,28.15,26.07,Clear,19,SHIP_0103,0,0
DG_005464,2025-05-26 00:46:09,ELM,FRA-JED,8,Metal,5,2,10774.73,23.89,25.56,Clear,15,SHIP_0288,1,1
DG_005465,2025-11-04 21:02:53,MAG,AMS-JED,8,CTMV,5,1,13825.37,4.1,5.94,Clear,8,SHIP_0041,0,0
DG_005466,2025-08-17 08:58:15,MAG,PVG-JED,9,CTMV,8,0,1402.8,26.16,55.54,Clear,45,SHIP_0196,0,1
DG_005467,2025-06-16 10:50:34,RFL,AMS-JED,6,CTMV,4,0,22495.11,38.52,67.47,Clear,4,SHIP_0139,0,0
DG_005468,2025-07-18 14:39:08,MAG,PVG-JED,2.1,CTMV,5,2,3169.3,22.81,56.63,Clear,12,SHIP_0375,0,1
DG_005469,2025-04-22 03:49:15,RFL,MXP-JED,8,CTMV,5,6,11729.3,37.33,57.39,Clear,8,SHIP_0215,0,0
DG_005470,2025-11-19 22:08:46,ELI,MXP-JED,2.1,Fiber,7,0,12291.22,18.64,20.61,Storm,50,SHIP_0395,1,0
DG_005471,2025-07-07 18:23:26,CAO,JFK-JED,9,Metal,3,0,31597.12,38.02,58.97,Rain,15,SHIP_0174,0,0
DG_005472,2025-09-03 09:29:42,RFL,MXP-JED,3,Fiber,6,4,25217.43,30.22,7.6,Extreme Heat,18,SHIP_0089,1,0
DG_005473,2025-08-27 18:03:34,RCL,MAA-JED,3,Metal,5,3,22853.49,22.23,16.01,Extreme Heat,49,SHIP_0255,0,0
DG_005474,2025-08-20 23:02:13,RCL,DXB-JED,2.2,Fiber,5,2,28137.56,37.13,71.58,Clear,25,SHIP_0047,0,1
DG_005475,2025-07-18 07:42:50,MAG,FRA-JED,2.1,IBC,3,0,19563.29,1.99,9.17,Clear,41,SHIP_0047,1,0
DG_005476,2025-06-27 15:12:12,ICE,FRA-JED,3,Metal,2,3,16661.11,4.19,68.11,Rain,23,SHIP_0071,0,0
DG_005477,2025-09-06 02:54:08,RCL,FRA-JED,3,Fiber,6,10,14478.82,21.79,37.58,Extreme Heat,48,SHIP_0249,0,1
DG_005478,2025-10-01 05:57:14,CAO,MAA-JED,4,Fiber,1,0,15470.11,18.19,30.16,Storm,44,SHIP_0110,0,0
DG_005479,2025-04-12 06:23:37,ICE,PVG-JED,2.1,Plastic,1,2,5917.91,11.55,17.51,Extreme Heat,25,SHIP_0293,0,0
DG_005480,2025-05-08 06:17:47,MAG,AMS-JED,2.1,IBC,5,5,3793.68,2.31,73.52,Clear,27,SHIP_0051,0,1
DG_005481,2025-11-06 16:58:37,RCL,AMS-JED,9,CTMV,1,3,3479.6,6.32,69.62,Storm,36,SHIP_0007,0,0
DG_005482,2025-10-22 14:10:46,RCL,PVG-JED,8,Metal,5,4,30877.96,18.5,34.54,Fog,25,SHIP_0044,0,0
DG_005483,2025-04-01 20:03:00,MAG,HAM-JED,8,Fiber,4,3,14448.75,40.82,40.59,Clear,33,SHIP_0099,0,0
DG_005484,2025-06-17 23:31:48,CAO,OSL-JED,9,Metal,7,1,28459.57,0.03,51.96,Clear,29,SHIP_0250,0,0
DG_005485,2025-04-24 08:54:36,ICE,HAM-JED,2.2,Fiber,4,0,14054.19,10.49,82.41,Storm,28,SHIP_0088,0,1
DG_005486,2025-09-26 04:17:02,ELM,OSL-JED,3,Plastic,5,1,28293.56,-2.88,6.31,Clear,49,SHIP_0038,0,0
DG_005487,2025-05-16 06:52:41,CAO,MAA-JED,1,Fiber,1,6,9075.3,41.19,30.06,Clear,44,SHIP_0279,0,1
DG_005488,2025-06-11 05:31:29,MAG,MAA-JED,1,Metal,3,1,22366.16,41.8,83.73,Rain,32,SHIP_0261,1,0
DG_005489,2025-10-30 08:30:40,MAG,PVG-JED,9,CTMV,3,9,8900.44,8.92,91.89,Clear,11,SHIP_0306,0,0
DG_005490,2025-03-30 16:40:51,CAO,MXP-JED,3,IBC,3,3,31055.31,15.24,11.79,Rain,50,SHIP_0170,0,1
DG_005491,2025-03-30 06:46:42,CAO,PVG-JED,9,Plastic,5,3,9461.14,0.52,39.18,Clear,40,SHIP_0348,0,1
DG_005492,2025-03-08 05:38:48,CAO,JFK-JED,1,Plastic,4,1,8934.3,28.2,31.19,Storm,37,SHIP_0099,0,0
DG_005493,2025-09-13 23:14:40,RCL,FRA-JED,5,Metal,0,3,12926.43,26.15,22.52,Clear,1,SHIP_0292,0,0
DG_005494,2025-11-01 07:11:08,CAO,MXP-JED,9,Metal,1,3,27255.99,22.44,27.99,Clear,17,SHIP_0003,0,0
DG_005495,2025-03-13 02:45:04,RCL,JFK-JED,8,Plastic,7,4,26924.31,30.81,94.14,Clear,27,SHIP_0397,0,1
DG_005496,2025-10-12 23:36:44,ELI,AMS-JED,3,IBC,3,3,13218.54,41.56,65.19,Fog,10,SHIP_0018,0,0
DG_005497,2025-10-11 19:44:47,ELM,DXB-JED,8,Metal,3,6,11742.75,36.73,23.28,Clear,43,SHIP_0368,0,0
DG_005498,2025-08-05 08:07:36,ELM,PVG-JED,9,Fiber,5,1,22150.44,37.84,66.21,Clear,3,SHIP_0195,0,0
DG_005499,2025-10-16 03:32:13,RFL,PVG-JED,9,Metal,7,1,27997.07,34.52,46.09,Clear,25,SHIP_0250,0,0
DG_005500,2025-05-22 15:04:23,ELI,AMS-JED,5,IBC,8,8,9377.7,3.53,70.12,Rain,26,SHIP_0056,0,0
DG_005501,2025-03-15 05:39:41,ELM,FRA-JED,9,Metal,5,3,18283.27,28.47,90.36,Extreme Heat,9,SHIP_0290,0,0
DG_005502,2025-10-01 05:13:43,MAG,FRA-JED,2.1,IBC,10,2,6105.48,24.86,65.51,Fog,20,SHIP_0182,0,1
DG_005503,2025-06-10 05:07:12,MAG,DXB-JED,9,Metal,2,5,25747.08,35.15,86.15,Rain,49,SHIP_0108,0,0
DG_005504,2025-09-28 01:30:04,ICE,AMS-JED,4,Fiber,5,2,22823.26,23.39,25.96,Rain,4,SHIP_0178,0,1
DG_005505,2025-09-26 14:09:19,RFL,MAA-JED,6,Fiber,6,2,17990.29,24.25,71.56,Fog,47,SHIP_0181,0,1
DG_005506,2025-08-31 08:19:39,CAO,AMS-JED,2.1,Fiber,4,5,12506.84,2.04,6.21,Extreme Heat,10,SHIP_0248,0,0
DG_005507,2025-11-09 22:51:56,RFL,DXB-JED,3,Plastic,2,0,1754.58,37.53,64.48,Clear,31,SHIP_0287,0,0
DG_005508,2025-04-27 17:21:35,ICE,OSL-JED,5,Metal,3,1,24292.39,5.23,18.03,Clear,14,SHIP_0237,0,0
DG_005509,2025-07-21 01:40:36,ELI,MAA-JED,8,Plastic,4,7,22338.97,30.88,13.92,Clear,15,SHIP_0113,0,1
