record_id,timestamp,airline,SHC,origin,destination,packaging_condition,packaging_seal_status,shipper_company_name,consignee_name,shipper_type,documentation_status,security_screening_status,xray_scan_result,shipment_priority,weather_condition,cargo_weight_kg,damage_history_count,compliance_violation_count,inspection_duration_minutes,shipper_reliability_score,acceptance_rejection_flag
9382,2024-10-25 21:00:00,Lufthansa,HUM,AMS,JED,Good,Intact,FedEx,Al Jazeera Trading,Agent,Complete,Cleared,Clear,Express,Clear,8143,2,11,172,48,0
9383,2024-10-25 22:00:00,Air India,AVI,HAM,JED,Good,Tampered,UPS,Gulf Fresh Foods,Agent,Complete,Pending,Manual Review Required,Normal,Clear,34024,1,9,19,45,0
9384,2024-10-25 23:00:00,Qatar,DGR,HAM,JED,Good,Intact,Amazon Logistics,Red Sea Imports,Agent,Complete,Cleared,Clear,Normal,Storm,16812,10,13,16,40,0
9385,2024-10-26 00:00:00,Emirates,VAL,MXP,JED,Good,Intact,FedEx,Al Jazeera Trading,Agent,Complete,Cleared,Suspicious,VIP,Clear,20999,2,12,31,71,0
9386,2024-10-26 01:00:00,Emirates,PER,OSL,JED,Good,Tampered,UPS,Saudi Pharma Ltd,Retail,Complete,Cleared,Suspicious,VIP,Rain,1649,3,13,167,43,1
9387,2024-10-26 02:00:00,Qatar,COL,AMS,JED,Good,Intact,DHL,Saudi Pharma Ltd,Corporate,Pending,Cleared,Clear,VIP,Fog,45861,4,9,78,84,0
9388,2024-10-26 03:00:00,Qatar,HUM,MAA,JED,Good,Intact,DB Schenker,Saudi Pharma Ltd,Agent,Missing,Cleared,Clear,VIP,Storm,6338,7,1,58,62,0
9389,2024-10-26 04:00:00,Qatar,VAL,DXB,JED,Damaged,Intact,DB Schenker,Jeddah Electronics,Corporate,Complete,Cleared,Suspicious,VIP,Storm,20042,6,10,37,98,0
9390,2024-10-26 05:00:00,Lufthansa,HUM,HAM,JED,Good,Broken,Amazon Logistics,Gulf Fresh Foods,Retail,Pending,Manual Inspection Required,Suspicious,VIP,Rain,46173,12,5,49,61,1
9391,2024-10-26 06:00:00,Emirates,COL,FRA,JED,Good,Intact,FedEx,Saudi Pharma Ltd,Retail,Complete,Pending,Manual Review Required,VIP,Fog,1116,7,13,38,90,0
9392,2024-10-26 07:00:00,Lufthansa,PIL,OSL,JED,Good,Intact,Aramex,Arabian Medical Supply,Agent,Complete,Cleared,Clear,Normal,Rain,13817,4,6,176,92,0
9393,2024-10-26 08:00:00,Lufthansa,PER,MXP,JED,Average,Intact,DB Schenker,Jeddah Electronics,Agent,Complete,Cleared,Clear,VIP,Rain,37770,12,8,29,73,0
9394,2024-10-26 09:00:00,Air India,DGR,HAM,JED,Good,Intact,UPS,Desert Logistics,Agent,Complete,Manual Inspection Required,Clear,Normal,Rain,41151,5,5,20,62,0
9395,2024-10-26 10:00:00,Emirates,HUM,PVG,JED,Good,Intact,FedEx,Red Sea Imports,Corporate,Complete,Cleared,Clear,Normal,Rain,47244,6,2,105,53,0
9396,2024-10-26 11:00:00,Emirates,PER,FRA,JED,Good,Intact,BlueDart,Gulf Fresh Foods,Corporate,Complete,Cleared,Suspicious,Express,Clear,21907,14,5,167,54,0
9397,2024-10-26 12:00:00,Qatar,HUM,HAM,JED,Good,Intact,Maersk,Jeddah Electronics,Corporate,Complete,Cleared,Clear,Normal,Clear,38219,10,7,152,50,0
9398,2024-10-26 13:00:00,Qatar,VAL,FRA,JED,Good,Intact,Aramex,Gulf Fresh Foods,Agent,Complete,Cleared,Suspicious,VIP,Clear,6413,9,11,168,78,0
9399,2024-10-26 14:00:00,Air India,HUM,MXP,JED,Good,Intact,UPS,Jeddah Electronics,Corporate,Complete,Cleared,Manual Review Required,Normal,Storm,33638,1,1,77,77,0
9400,2024-10-26 15:00:00,Lufthansa,PIL,MAA,JED,Good,Intact,UPS,Middle East Retail Group,Agent,Complete,Cleared,Manual Review Required,Normal,Rain,13407,10,14,37,100,0
9401,2024-10-26 16:00:00,Qatar,VAL,FRA,JED,Good,Intact,DB Schenker,Red Sea Imports,Agent,Missing,Cleared,Suspicious,Express,Rain,28855,7,10,133,82,1
9402,2024-10-26 17:00:00,Qatar,VAL,OSL,JED,Good,Intact,BlueDart,Desert Logistics,Agent,Pending,Cleared,Clear,VIP,Fog,3123,1,5,150,64,0
9403,2024-10-26 18:00:00,Emirates,PER,HAM,JED,Good,Intact,UPS,Jeddah Electronics,Agent,Complete,Cleared,Clear,Normal,Storm,24805,10,5,58,72,0
9404,2024-10-26 19:00:00,Emirates,AVI,HAM,JED,Good,Tampered,FedEx,Saudi Pharma Ltd,Retail,Complete,Failed,Manual Review Required,Normal,Storm,26608,11,5,34,68,1
9405,2024-10-26 20:00:00,Qatar,COL,JFK,JED,Good,Intact,UPS,Saudi Pharma Ltd,Corporate,Complete,Failed,Clear,VIP,Fog,39626,14,1,31,91,0
9406,2024-10-26 21:00:00,Emirates,HUM,PVG,JED,Good,Intact,Amazon Logistics,Saudi Pharma Ltd,Agent,Complete,Cleared,Clear,VIP,Clear,89,8,7,174,52,0
9407,2024-10-26 22:00:00,Air India,DGR,DXB,JED,Good,Intact,BlueDart,Arabian Medical Supply,Agent,Pending,Cleared,Restricted Item Detected,VIP,Clear,26628,8,0,135,55,0
9408,2024-10-26 23:00:00,Qatar,VAL,FRA,JED,Good,Tampered,BlueDart,Middle East Retail Group,Retail,Complete,Cleared,Clear,Normal,Clear,33805,12,14,161,50,0
9409,2024-10-27 00:00:00,Emirates,AVI,FRA,JED,Good,Intact,Maersk,Al Jazeera Trading,Agent,Complete,Cleared,Clear,VIP,Storm,18035,2,5,86,44,0
9410,2024-10-27 01:00:00,Air India,VAL,PVG,JED,Good,Intact,UPS,Al Jazeera Trading,Retail,Complete,Cleared,Clear,Normal,Clear,33477,11,9,133,83,0
9411,2024-10-27 02:00:00,Emirates,AVI,AMS,JED,Damaged,Intact,UPS,Gulf Fresh Foods,Agent,Complete,Manual Inspection Required,Suspicious,Express,Rain,35107,5,2,21,42,1
9412,2024-10-27 03:00:00,Emirates,AVI,MAA,JED,Good,Intact,Amazon Logistics,Arabian Medical Supply,Retail,Missing,Failed,Clear,Normal,Fog,35688,8,0,131,50,0
9413,2024-10-27 04:00:00,Emirates,DGR,MAA,JED,Good,Intact,Amazon Logistics,Gulf Fresh Foods,Corporate,Complete,Cleared,Clear,VIP,Clear,31464,14,10,117,65,0
9414,2024-10-27 05:00:00,Qatar,AVI,FRA,JED,Good,Intact,DB Schenker,Desert Logistics,Retail,Pending,Cleared,Clear,Normal,Clear,6510,2,10,163,45,0
9415,2024-10-27 06:00:00,Lufthansa,DGR,MXP,JED,Damaged,Intact,Amazon Logistics,Gulf Fresh Foods,Retail,Complete,Cleared,Manual Review Required,Express,Rain,18279,4,11,80,65,0
9416,2024-10-27 07:00:00,Emirates,PER,MAA,JED,Good,Intact,Amazon Logistics,Arabian Medical Supply,Retail,Complete,Manual Inspection Required,Clear,Express,Fog,11265,9,10,88,81,0
9417,2024-10-27 08:00:00,Air India,VAL,HAM,JED,Good,Intact,DB Schenker,Desert Logistics,Retail,Complete,Cleared,Clear,Normal,Rain,21191,14,8,35,42,0
9418,2024-10-27 09:00:00,Qatar,DGR,MXP,JED,Good,Intact,BlueDart,Arabian Medical Supply,Retail,Complete,Cleared,Clear,VIP,Storm,4145,8,4,16,66,0
9419,2024-10-27 10:00:00,Qatar,COL,HAM,JED,Good,Intact,DHL,Arabian Medical Supply,Agent,Complete,Cleared,Clear,VIP,Clear,41946,14,11,165,47,0
9420,2024-10-27 11:00:00,Air India,PIL,DXB,JED,Good,Broken,DB Schenker,Al Jazeera Trading,Retail,Complete,Cleared,Clear,Express,Fog,21629,7,8,158,89,0
9421,2024-10-27 12:00:00,Emirates,VAL,DXB,JED,Good,Intact,Maersk,Desert Logistics,Retail,Complete,Cleared,Clear,VIP,Fog,29299,2,3,72,50,0
9422,2024-10-27 13:00:00,Lufthansa,PIL,FRA,JED,Damaged,Tampered,FedEx,Middle East Retail Group,Retail,Complete,Cleared,Clear,VIP,Fog,30690,4,12,100,44,1
9423,2024-10-27 14:00:00,Emirates,COL,MAA,JED,Good,Intact,Aramex,Gulf Fresh Foods,Agent,Pending,Cleared,Clear,VIP,Storm,25950,4,4,92,96,0
9424,2024-10-27 15:00:00,Air India,HUM,MAA,JED,Average,Tampered,Amazon Logistics,Al Jazeera Trading,Retail,Complete,Failed,Clear,VIP,Rain,28470,10,12,173,52,1
9425,2024-10-27 16:00:00,Qatar,COL,MXP,JED,Good,Intact,FedEx,Arabian Medical Supply,Agent,Complete,Pending,Clear,VIP,Clear,8764,8,8,60,74,0
9426,2024-10-27 17:00:00,Lufthansa,PER,FRA,JED,Damaged,Broken,DB Schenker,Red Sea Imports,Retail,Complete,Cleared,Clear,VIP,Rain,41126,4,3,112,97,0
9427,2024-10-27 18:00:00,Qatar,HUM,PVG,JED,Good,Broken,FedEx,Red Sea Imports,Agent,Complete,Pending,Clear,Express,Fog,5343,4,2,107,62,0
9428,2024-10-27 19:00:00,Air India,HUM,DXB,JED,Average,Intact,DHL,Middle East Retail Group,Agent,Complete,Cleared,Manual Review Required,VIP,Clear,28964,3,2,143,85,0
9429,2024-10-27 20:00:00,Emirates,AVI,JFK,JED,Good,Intact,DHL,Red Sea Imports,Retail,Complete,Cleared,Suspicious,VIP,Fog,11372,3,4,34,43,0
9430,2024-10-27 21:00:00,Lufthansa,COL,FRA,JED,Good,Intact,DB Schenker,Arabian Medical Supply,Agent,Complete,Cleared,Clear,Normal,Fog,12474,8,13,116,44,0
9431,2024-10-27 22:00:00,Qatar,AVI,JFK,JED,Average,Intact,BlueDart,Jeddah Electronics,Retail,Missing,Cleared,Clear,Normal,Clear,42351,2,14,173,52,0
9432,2024-10-27 23:00:00,Qatar,COL,MAA,JED,Average,Intact,FedEx,Red Sea Imports,Corporate,Complete,Cleared,Clear,Express,Clear,15575,1,1,67,55,0
9433,2024-10-28 00:00:00,Qatar,HUM,MXP,JED,Good,Intact,BlueDart,Red Sea Imports,Retail,Complete,Cleared,Clear,Express,Clear,920,0,11,18,100,0
9434,2024-10-28 01:00:00,Emirates,AVI,DXB,JED,Average,Intact,BlueDart,Jeddah Electronics,Agent,Complete,Cleared,Clear,Express,Fog,38860,1,7,156,87,0
9435,2024-10-28 02:00:00,Lufthansa,PIL,DXB,JED,Good,Intact,FedEx,Al Jazeera Trading,Retail,Pending,Cleared,Clear,Express,Storm,15135,9,6,116,45,0
9436,2024-10-28 03:00:00,Emirates,VAL,FRA,JED,Good,Intact,DHL,Jeddah Electronics,Corporate,Complete,Pending,Clear,Express,Fog,10588,1,4,78,70,0
9437,2024-10-28 04:00:00,Emirates,COL,HAM,JED,Average,Broken,BlueDart,Jeddah Electronics,Retail,Complete,Cleared,Clear,Normal,Rain,12530,3,6,55,51,0
9438,2024-10-28 05:00:00,Emirates,COL,MXP,JED,Good,Intact,Amazon Logistics,Red Sea Imports,Retail,Complete,Cleared,Clear,Normal,Fog,13553,6,5,129,77,0
9439,2024-10-28 06:00:00,Air India,AVI,OSL,JED,Good,Tampered,UPS,Jeddah Electronics,Retail,Pending,Cleared,Clear,Express,Clear,6772,2,0,140,60,0
9440,2024-10-28 07:00:00,Air India,COL,PVG,JED,Good,Intact,Maersk,Saudi Pharma Ltd,Agent,Complete,Cleared,Clear,VIP,Rain,38481,9,9,169,93,0
9441,2024-10-28 08:00:00,Air India,HUM,FRA,JED,Average,Intact,UPS,Gulf Fresh Foods,Corporate,Complete,Cleared,Suspicious,Express,Fog,37887,8,4,12,72,0
9442,2024-10-28 09:00:00,Lufthansa,AVI,OSL,JED,Good,Intact,DHL,Gulf Fresh Foods,Agent,Complete,Cleared,Clear,Normal,Fog,18128,2,12,106,45,0
9443,2024-10-28 10:00:00,Emirates,AVI,FRA,JED,Good,Intact,Aramex,Gulf Fresh Foods,Retail,Complete,Cleared,Clear,Normal,Storm,10351,11,11,9,41,0
9444,2024-10-28 11:00:00,Emirates,DGR,AMS,JED,Good,Intact,BlueDart,Gulf Fresh Foods,Corporate,Complete,Cleared,Clear,Normal,Rain,13776,12,9,49,96,0
9445,2024-10-28 12:00:00,Air India,PIL,HAM,JED,Good,Intact,FedEx,Red Sea Imports,Agent,Complete,Cleared,Clear,Normal,Rain,48550,2,0,99,58,0
9446,2024-10-28 13:00:00,Emirates,PIL,DXB,JED,Good,Intact,Amazon Logistics,Desert Logistics,Corporate,Complete,Cleared,Clear,Express,Storm,38786,3,7,118,79,0
9447,2024-10-28 14:00:00,Emirates,DGR,PVG,JED,Good,Tampered,BlueDart,Arabian Medical Supply,Corporate,Complete,Cleared,Clear,Express,Fog,24669,4,6,131,80,0
9448,2024-10-28 15:00:00,Qatar,HUM,MXP,JED,Good,Intact,DHL,Jeddah Electronics,Corporate,Complete,Cleared,Clear,Express,Storm,22183,14,11,40,50,0
9449,2024-10-28 16:00:00,Emirates,VAL,DXB,JED,Average,Intact,DHL,Red Sea Imports,Corporate,Complete,Cleared,Clear,Normal,Rain,35622,9,0,158,92,0
9450,2024-10-28 17:00:00,Qatar,COL,FRA,JED,Average,Intact,FedEx,Arabian Medical Supply,Corporate,Complete,Pending,Clear,VIP,Storm,30586,5,9,17,79,0
9451,2024-10-28 18:00:00,Emirates,PER,AMS,JED,Average,Intact,UPS,Gulf Fresh Foods,Agent,Complete,Cleared,Clear,Normal,Clear,43465,8,5,91,72,0
9452,2024-10-28 19:00:00,Lufthansa,COL,JFK,JED,Good,Intact,UPS,Gulf Fresh Foods,Corporate,Pending,Cleared,Clear,Normal,Clear,34777,4,4,48,43,0
9453,2024-10-28 20:00:00,Air India,PER,AMS,JED,Damaged,Tampered,FedEx,Al Jazeera Trading,Agent,Complete,Pending,Clear,VIP,Storm,24669,14,8,120,95,0
9454,2024-10-28 21:00:00,Qatar,PIL,DXB,JED,Average,Intact,DB Schenker,Desert Logistics,Agent,Complete,Cleared,Clear,Normal,Fog,47585,6,4,79,100,0
9455,2024-10-28 22:00:00,Air India,HUM,FRA,JED,Average,Intact,Amazon Logistics,Desert Logistics,Agent,Complete,Cleared,Clear,VIP,Rain,10565,9,14,48,87,0
9456,2024-10-28 23:00:00,Qatar,VAL,OSL,JED,Good,Intact,Maersk,Desert Logistics,Retail,Complete,Cleared,Clear,Normal,Storm,9882,6,5,153,45,0
9457,2024-10-29 00:00:00,Qatar,VAL,FRA,JED,Good,Intact,Aramex,Desert Logistics,Agent,Complete,Cleared,Suspicious,Normal,Fog,39927,12,1,94,42,0
9458,2024-10-29 01:00:00,Qatar,VAL,AMS,JED,Average,Intact,DB Schenker,Desert Logistics,Retail,Complete,Cleared,Clear,VIP,Fog,39148,0,10,158,55,0
9459,2024-10-29 02:00:00,Lufthansa,DGR,PVG,JED,Damaged,Intact,UPS,Red Sea Imports,Corporate,Complete,Cleared,Clear,VIP,Rain,21953,12,5,66,75,0
9460,2024-10-29 03:00:00,Emirates,HUM,JFK,JED,Average,Intact,Aramex,Middle East Retail Group,Agent,Complete,Cleared,Clear,Express,Clear,26562,1,5,115,53,0
9461,2024-10-29 04:00:00,Qatar,PER,JFK,JED,Good,Tampered,DHL,Al Jazeera Trading,Corporate,Complete,Cleared,Clear,Normal,Fog,18694,8,12,78,76,0
9462,2024-10-29 05:00:00,Lufthansa,VAL,MXP,JED,Good,Intact,DHL,Al Jazeera Trading,Retail,Pending,Cleared,Clear,VIP,Rain,21197,10,5,47,47,0
9463,2024-10-29 06:00:00,Qatar,HUM,MXP,JED,Good,Intact,DHL,Arabian Medical Supply,Agent,Missing,Cleared,Clear,Normal,Rain,24602,4,13,60,43,0
9464,2024-10-29 07:00:00,Emirates,COL,PVG,JED,Good,Intact,DHL,Red Sea Imports,Corporate,Complete,Failed,Restricted Item Detected,Express,Fog,36958,1,9,165,58,1
9465,2024-10-29 08:00:00,Qatar,PER,HAM,JED,Good,Intact,Amazon Logistics,Jeddah Electronics,Retail,Complete,Cleared,Suspicious,Normal,Fog,41640,13,2,53,72,0
9466,2024-10-29 09:00:00,Lufthansa,PIL,DXB,JED,Good,Broken,Maersk,Jeddah Electronics,Corporate,Complete,Cleared,Clear,VIP,Rain,21785,14,8,147,98,0
9467,2024-10-29 10:00:00,Emirates,DGR,PVG,JED,Good,Intact,Amazon Logistics,Al Jazeera Trading,Retail,Complete,Cleared,Clear,VIP,Clear,27550,5,2,99,43,0
9468,2024-10-29 11:00:00,Lufthansa,AVI,OSL,JED,Good,Intact,DB Schenker,Red Sea Imports,Agent,Complete,Cleared,Clear,VIP,Fog,30500,14,11,144,80,0
9469,2024-10-29 12:00:00,Emirates,PER,PVG,JED,Good,Tampered,FedEx,Gulf Fresh Foods,Corporate,Missing,Cleared,Clear,Normal,Fog,15200,1,1,84,45,0
9470,2024-10-29 13:00:00,Emirates,PIL,FRA,JED,Good,Intact,BlueDart,Gulf Fresh Foods,Retail,Complete,Manual Inspection Required,Clear,Express,Rain,27836,13,12,168,54,0
9471,2024-10-29 14:00:00,Air India,PIL,FRA,JED,Good,Intact,DHL,Desert Logistics,Corporate,Complete,Pending,Clear,Express,Fog,23461,8,8,165,40,0
9472,2024-10-29 15:00:00,Air India,PIL,JFK,JED,Average,Intact,BlueDart,Gulf Fresh Foods,Agent,Pending,Cleared,Manual Review Required,Express,Storm,27952,1,6,156,83,0
9473,2024-10-29 16:00:00,Air India,COL,PVG,JED,Damaged,Intact,Aramex,Red Sea Imports,Agent,Complete,Cleared,Clear,VIP,Rain,49850,12,2,34,61,0
9474,2024-10-29 17:00:00,Emirates,PER,HAM,JED,Good,Tampered,FedEx,Red Sea Imports,Corporate,Complete,Cleared,Clear,VIP,Storm,27480,7,9,78,43,0
9475,2024-10-29 18:00:00,Qatar,PER,HAM,JED,Good,Broken,Maersk,Middle East Retail Group,Retail,Complete,Manual Inspection Required,Clear,VIP,Storm,48626,1,4,21,41,1
9476,2024-10-29 19:00:00,Lufthansa,AVI,OSL,JED,Good,Intact,Amazon Logistics,Saudi Pharma Ltd,Retail,Pending,Cleared,Manual Review Required,VIP,Fog,47196,4,14,62,58,0
9477,2024-10-29 20:00:00,Lufthansa,VAL,FRA,JED,Good,Intact,UPS,Desert Logistics,Retail,Complete,Failed,Clear,Express,Rain,41044,8,6,79,85,0
9478,2024-10-29 21:00:00,Lufthansa,COL,MAA,JED,Good,Intact,FedEx,Arabian Medical Supply,Agent,Missing,Cleared,Clear,Express,Storm,10050,0,4,149,49,0
9479,2024-10-29 22:00:00,Air India,PIL,AMS,JED,Average,Intact,FedEx,Saudi Pharma Ltd,Retail,Complete,Cleared,Clear,Normal,Rain,14055,3,1,109,85,0
9480,2024-10-29 23:00:00,Emirates,AVI,JFK,JED,Good,Intact,FedEx,Red Sea Imports,Retail,Complete,Manual Inspection Required,Clear,Normal,Rain,25770,2,8,19,76,0
9481,2024-10-30 00:00:00,Air India,PER,HAM,JED,Good,Broken,Aramex,Arabian Medical Supply,Corporate,Pending,Cleared,Clear,VIP,Clear,17279,11,6,159,79,0
9482,2024-10-30 01:00:00,Qatar,COL,HAM,JED,Good,Intact,UPS,Middle East Retail Group,Retail,Complete,Cleared,Manual Review Required,Express,Clear,11890,9,2,122,57,0
9483,2024-10-30 02:00:00,Emirates,DGR,PVG,JED,Good,Tampered,Amazon Logistics,Gulf Fresh Foods,Retail,Complete,Cleared,Suspicious,Normal,Clear,14801,9,2,17,85,0
9484,2024-10-30 03:00:00,Lufthansa,PER,JFK,JED,Good,Broken,Maersk,Arabian Medical Supply,Retail,Complete,Cleared,Clear,Express,Fog,43524,10,6,39,70,0
9485,2024-10-30 04:00:00,Air India,DGR,HAM,JED,Average,Missing,UPS,Red Sea Imports,Agent,Pending,Cleared,Clear,Express,Rain,23124,0,5,92,52,0
9486,2024-10-30 05:00:00,Air India,HUM,FRA,JED,Good,Intact,Aramex,Arabian Medical Supply,Retail,Complete,Manual Inspection Required,Clear,VIP,Storm,23117,9,13,160,45,0
9487,2024-10-30 06:00:00,Qatar,DGR,HAM,JED,Damaged,Intact,UPS,Jeddah Electronics,Retail,Missing,Cleared,Clear,Normal,Rain,24645,4,3,22,54,0
9488,2024-10-30 07:00:00,Qatar,PER,PVG,JED,Average,Intact,BlueDart,Arabian Medical Supply,Corporate,Complete,Manual Inspection Required,Suspicious,Express,Clear,8144,4,14,18,88,1
9489,2024-10-30 08:00:00,Air India,AVI,JFK,JED,Good,Intact,DB Schenker,Red Sea Imports,Agent,Pending,Failed,Clear,Express,Clear,11080,4,4,155,53,0
9490,2024-10-30 09:00:00,Qatar,PER,JFK,JED,Good,Broken,FedEx,Jeddah Electronics,Corporate,Complete,Cleared,Clear,VIP,Rain,33598,8,10,30,59,0
9491,2024-10-30 10:00:00,Lufthansa,PER,HAM,JED,Damaged,Intact,DB Schenker,Gulf Fresh Foods,Retail,Complete,Cleared,Clear,Express,Clear,33902,2,10,156,97,0
9492,2024-10-30 11:00:00,Qatar,HUM,MXP,JED,Good,Intact,BlueDart,Red Sea Imports,Retail,Complete,Cleared,Suspicious,Normal,Rain,10374,4,6,177,57,0
9493,2024-10-30 12:00:00,Qatar,PIL,MAA,JED,Good,Intact,BlueDart,Saudi Pharma Ltd,Agent,Pending,Pending,Clear,Normal,Rain,14597,0,14,40,71,0
9494,2024-10-30 13:00:00,Air India,VAL,HAM,JED,Good,Broken,Aramex,Red Sea Imports,Retail,Pending,Cleared,Clear,Normal,Rain,11785,5,3,143,53,0
9495,2024-10-30 14:00:00,Air India,PER,AMS,JED,Good,Intact,Maersk,Jeddah Electronics,Corporate,Complete,Cleared,Clear,VIP,Rain,27256,3,10,139,58,0
9496,2024-10-30 15:00:00,Emirates,HUM,MAA,JED,Good,Intact,Maersk,Saudi Pharma Ltd,Retail,Pending,Manual Inspection Required,Clear,Express,Clear,15819,8,14,50,55,1
9497,2024-10-30 16:00:00,Emirates,AVI,MXP,JED,Good,Intact,BlueDart,Jeddah Electronics,Retail,Complete,Cleared,Clear,Normal,Fog,22495,4,14,149,59,0
9498,2024-10-30 17:00:00,Air India,HUM,FRA,JED,Good,Intact,UPS,Desert Logistics,Corporate,Missing,Manual Inspection Required,Clear,VIP,Storm,47554,8,3,113,45,1
9499,2024-10-30 18:00:00,Qatar,HUM,MAA,JED,Average,Missing,DB Schenker,Al Jazeera Trading,Retail,Complete,Cleared,Clear,VIP,Rain,31131,8,13,42,44,1
9500,2024-10-30 19:00:00,Qatar,DGR,FRA,JED,Average,Intact,DHL,Red Sea Imports,Corporate,Pending,Cleared,Clear,Express,Rain,390,12,13,60,77,0
9501,2024-10-30 20:00:00,Emirates,VAL,JFK,JED,Good,Intact,Amazon Logistics,Red Sea Imports,Corporate,Complete,Manual Inspection Required,Clear,Express,Rain,23661,10,2,134,54,0
9502,2024-10-30 21:00:00,Emirates,VAL,MXP,JED,Average,Tampered,FedEx,Saudi Pharma Ltd,Corporate,Complete,Cleared,Clear,Normal,Clear,42272,3,8,139,49,0
9503,2024-10-30 22:00:00,Emirates,COL,FRA,JED,Good,Intact,DHL,Red Sea Imports,Corporate,Complete,Cleared,Suspicious,Normal,Storm,37430,7,4,64,82,0
9504,2024-10-30 23:00:00,Lufthansa,PIL,MAA,JED,Good,Intact,BlueDart,Jeddah Electronics,Corporate,Complete,Cleared,Clear,Express,Rain,25802,2,6,163,80,0
9505,2024-10-31 00:00:00,Lufthansa,AVI,MAA,JED,Damaged,Intact,Amazon Logistics,Red Sea Imports,Retail,Complete,Cleared,Clear,VIP,Fog,28003,5,13,25,64,0
9506,2024-10-31 01:00:00,Emirates,COL,AMS,JED,Good,Intact,Maersk,Jeddah Electronics,Corporate,Complete,Cleared,Manual Review Required,Express,Storm,16862,7,2,166,71,0
9507,2024-10-31 02:00:00,Qatar,PIL,PVG,JED,Good,Intact,DHL,Al Jazeera Trading,Corporate,Complete,Cleared,Clear,Normal,Rain,42413,12,9,156,85,0
9508,2024-10-31 03:00:00,Emirates,PIL,PVG,JED,Good,Intact,DB Schenker,Jeddah Electronics,Agent,Complete,Cleared,Manual Review Required,Express,Clear,7227,7,3,20,94,0
9509,2024-10-31 04:00:00,Lufthansa,HUM,FRA,JED,Damaged,Intact,Aramex,Jeddah Electronics,Agent,Pending,Cleared,Clear,Normal,Fog,20078,14,13,172,77,0
9510,2024-10-31 05:00:00,Qatar,AVI,DXB,JED,Good,Intact,BlueDart,Gulf Fresh Foods,Corporate,Complete,Failed,Clear,Express,Storm,7256,12,12,19,47,1
9511,2024-10-31 06:00:00,Lufthansa,PIL,FRA,JED,Good,Intact,DHL,Jeddah Electronics,Agent,Complete,Cleared,Clear,Normal,Storm,6747,12,0,138,96,0
9512,2024-10-31 07:00:00,Qatar,AVI,OSL,JED,Average,Tampered,FedEx,Al Jazeera Trading,Corporate,Complete,Manual Inspection Required,Clear,Express,Storm,4036,12,8,66,70,1
9513,2024-10-31 08:00:00,Lufthansa,VAL,DXB,JED,Good,Intact,BlueDart,Saudi Pharma Ltd,Retail,Complete,Cleared,Clear,Express,Fog,19370,10,0,176,93,0
9514,2024-10-31 09:00:00,Qatar,VAL,AMS,JED,Good,Tampered,Amazon Logistics,Middle East Retail Group,Corporate,Complete,Manual Inspection Required,Clear,VIP,Rain,14239,7,7,107,72,0
9515,2024-10-31 10:00:00,Qatar,VAL,MAA,JED,Good,Intact,Amazon Logistics,Gulf Fresh Foods,Agent,Complete,Cleared,Clear,Express,Storm,4201,8,0,122,91,0
9516,2024-10-31 11:00:00,Qatar,PER,AMS,JED,Good,Tampered,DHL,Arabian Medical Supply,Corporate,Complete,Cleared,Clear,Express,Rain,21848,13,8,39,84,0
9517,2024-10-31 12:00:00,Qatar,HUM,JFK,JED,Good,Tampered,BlueDart,Middle East Retail Group,Corporate,Missing,Cleared,Clear,VIP,Rain,46815,14,6,66,52,1
9518,2024-10-31 13:00:00,Air India,AVI,AMS,JED,Average,Intact,Maersk,Desert Logistics,Retail,Complete,Cleared,Clear,Normal,Rain,39582,5,1,162,40,0
9519,2024-10-31 14:00:00,Lufthansa,HUM,AMS,JED,Good,Intact,Amazon Logistics,Saudi Pharma Ltd,Agent,Complete,Manual Inspection Required,Clear,Normal,Storm,46551,5,11,18,77,0
9520,2024-10-31 15:00:00,Lufthansa,PIL,PVG,JED,Good,Intact,DB Schenker,Jeddah Electronics,Retail,Complete,Failed,Clear,Express,Fog,5252,0,13,107,85,0
9521,2024-10-31 16:00:00,Air India,AVI,PVG,JED,Good,Intact,Maersk,Arabian Medical Supply,Corporate,Complete,Cleared,Suspicious,Normal,Clear,13583,2,3,148,97,0
9522,2024-10-31 17:00:00,Qatar,AVI,MXP,JED,Average,Intact,Amazon Logistics,Al Jazeera Trading,Retail,Complete,Cleared,Clear,Normal,Clear,38057,13,2,121,71,0
9523,2024-10-31 18:00:00,Qatar,COL,FRA,JED,Average,Intact,Aramex,Red Sea Imports,Agent,Complete,Failed,Clear,Normal,Clear,44686,4,8,46,88,0
9524,2024-10-31 19:00:00,Lufthansa,AVI,HAM,JED,Average,Intact,UPS,Arabian Medical Supply,Retail,Complete,Cleared,Clear,VIP,Clear,23164,13,14,38,89,0
9525,2024-10-31 20:00:00,Air India,AVI,OSL,JED,Average,Intact,Aramex,Red Sea Imports,Corporate,Pending,Cleared,Clear,Normal,Fog,41544,5,3,134,60,0
9526,2024-10-31 21:00:00,Qatar,DGR,AMS,JED,Good,Intact,Maersk,Desert Logistics,Agent,Complete,Cleared,Clear,Express,Clear,22702,9,7,129,71,0
9527,2024-10-31 22:00:00,Qatar,DGR,AMS,JED,Good,Broken,BlueDart,Al Jazeera Trading,Agent,Complete,Cleared,Clear,VIP,Clear,9266,6,13,149,77,0
